,Unnamed: 0,text,Preporcessed_Text
2445,2445,"RT @BrendaLB9: #BlackLivesMatter why didn't Chelsea use the black Keeper to save them?🤷🤷

Ama Arsenal oye❣️❣️❣️❣️❣️❣️❣️",rt brendalb blacklivesmatter chelsea use black keeper save ama arsenal oye
2446,2446,"#BlackLivesMatter  Rest in Power, Trayvon Martin. https://t.co/jfnHuHsMgk",blacklivesmatter rest power trayvon martin httpstcojfnhuhsmgk
2447,2447,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
2448,2448,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2449,2449,"@L_ThinkTank #Ukraine became an racism zone on war time by letting Black's students from Africa while they save their. Our Brothers are paying the cost of war by being ignored just for their black skin, #BlackLivesMatter link below ⤵️
https://t.co/ZywGiVvx0g",lthinktank ukraine become racism zone war time let black student africa save brother pay cost war ignore black skin blacklivesmatter link httpstcozywgivvxg
2450,2450,"RT @royal_suitor: “#HarryAndMeghan began working privately w/ the @NAACP in 2020 in the wake of George Floyd's death. At the time, they wer…",rt royalsuitor harryandmeghan begin work privately w naacp wake george floyds death time wer
2451,2451,"As if people of color don't matter...or third world nations! 🤨
#racisminukraine #RussiaUkraine #BlackLivesMatter https://t.co/f5sSGur9cC",people color matteror third world nations racisminukraine russiaukraine blacklivesmatter httpstcofssgurcc
2452,2452,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…",rt isidney go ridiculous sad know war wrong many level russiauk
2453,2453,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
2454,2454,"RT @BrendaLB9: #BlackLivesMatter why didn't Chelsea use the black Keeper to save them?🤷🤷

Ama Arsenal oye❣️❣️❣️❣️❣️❣️❣️",rt brendalb blacklivesmatter chelsea use black keeper save ama arsenal oye
2455,2455,RT @CaptWanderiCFE: #Racism against #Africans &amp; other pple of colour is continuing in #Eastern #Europe with #Poland #Romania #Slovakia deny…,rt captwandericfe racism africans amp pple colour continue eastern europe poland romania slovakia deny
2456,2456,This is wrong on many levels. #BlackLivesMatter #BlackTwitter https://t.co/XYte8v6rKK,wrong many level blacklivesmatter blacktwitter httpstcoxytevrkk
2457,2457,"RT @Jay1998Josh: The Police and Army threatens to shoot #AfricansinUkraine, who fled #Ukraine trying to cross #PolandBorder's 
Several #Afr…",rt jayjosh police army threaten shoot africansinukraine flee ukraine try cross polandborder several afr
2458,2458,Woahhhhh wow.  Seriously.  SMH. #UkraineRussiaWar #BlackLivesMatter https://t.co/HvysuoSm90,woahhhhh wow seriously smh ukrainerussiawar blacklivesmatter httpstcohvysuosm
2459,2459,"RT @drboycewatkins1: I love and respect #farrakhan and you can’t change that.

#blackpower #blackexcellence #melanin #blacklove #blackwomen…",rt drboycewatkins love respect farrakhan can not change blackpower blackexcellence melanin blacklove blackwoman
2460,2460,"#BlackLivesMatter why didn't Chelsea use the black Keeper to save them?🤷🤷

Ama Arsenal oye❣️❣️❣️❣️❣️❣️❣️",blacklivesmatter chelsea use black keeper save ama arsenal oye
2461,2461,"RT @Alima1000: LAWLESSNESS @CMScares4u 

#MedicalAidRacialProfiling

🧑🏿‍⚕️🥼🩺
https://t.co/0H2f2cyfeG

#CMScares4u @thedpsa 
@StateSecurityR…",rt alima lawlessness cmscaresu medicalaidracialprofiling httpstcohfcyfeg cmscaresu thedpsa statesecurityr
2462,2462,Wow. #Racism even in times of war. #Poland ... Shame on you! Let #AfricansinUkraine IN! #BlackLivesMatter https://t.co/t6u66OlRkr,wow racism even time war poland shame let africansinukraine blacklivesmatter httpstcotuolrkr
2463,2463,"RT @Alima1000: LAWLESSNESS @CMScares4u 

#MedicalAidRacialProfiling

🧑🏿‍⚕️🥼🩺
https://t.co/0H2f2cyfeG

#CMScares4u @thedpsa 
@StateSecurityR…",rt alima lawlessness cmscaresu medicalaidracialprofiling httpstcohfcyfeg cmscaresu thedpsa statesecurityr
2464,2464,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…",rt zodiacdka ignorance history african lead brainwash westerner russia stand behind africa
2465,2465,"RT @Alima1000: A truth is considered to be universal if it is logically valid in and also beyond all times and places.

👨🏿‍⚕️🥼🩺
https://t.c…",rt alima truth consider universal logically valid also beyond time place httpstc
2466,2466,"RT @Alima1000: ""South Africa""

Dr Stan Moloabi (PO of GEMS) is incompetent, constitutional delinquent and suffering from self-hate.

👨🏾‍⚕️🥼…",rt alima south africa dr stan moloabi po gem incompetent constitutional delinquent suffering selfhate
2467,2467,"RT @Alima1000: ""South Africa""

Dr Stan Moloabi (PO of GEMS) is incompetent, constitutional delinquent and suffering from self-hate.

👨🏾‍⚕️🥼…",rt alima south africa dr stan moloabi po gem incompetent constitutional delinquent suffering selfhate
2468,2468,"RT @Alima1000: ""South Africa""

Dr Stan Moloabi (PO of GEMS) is incompetent, constitutional delinquent and suffering from self-hate.

👨🏾‍⚕️🥼…",rt alima south africa dr stan moloabi po gem incompetent constitutional delinquent suffering selfhate
2469,2469,"RT @NancysEdNotes: @yodifiji This isn’t new or surprising. Anti-Blackness is real &amp; it is global. 
This is the #BlackLivesMatter struggle i…",rt nancysednotes yodifiji be not new surprising antiblackness real amp global blacklivesmatter struggle
2470,2470,"RT @Alima1000: ""President Cyril Ramaphosa""

#MedicalAidRacialProfiling 

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/iFVhKs8FpO

@PresidencyZA @IOL
#CMSCares4u…",rt alima president cyril ramaphosa medicalaidracialprofile httpstcoifvhksfpo presidencyza iol cmscaresu
2471,2471,"RT @Alima1000: ""President Cyril Ramaphosa""

#MedicalAidRacialProfiling 

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/0btlvOTjsY

@PresidencyZA @IOL
#CMSCares4u…",rt alima president cyril ramaphosa medicalaidracialprofile httpstcobtlvotjsy presidencyza iol cmscaresu
2472,2472,"RT @Alima1000: ""President Cyril Ramaphosa""

#MedicalAidRacialProfiling 

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/813vPEIkDF

@PresidencyZA @IOL
#CMSCares4u…",rt alima president cyril ramaphosa medicalaidracialprofile httpstcovpeikdf presidencyza iol cmscaresu
2473,2473,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2474,2474,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2475,2475,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2476,2476,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2477,2477,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2478,2478,"RT @Alima1000: ""South Africa""

The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾
https…",rt alima south africa trustees gem auction fiduciary duty kkk medicalaidracialprofiling https
2479,2479,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👨🏾‍⚕️🥼🩺
https://t.co/rSF…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcorsf
2480,2480,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👨🏾‍⚕️🥼🩺
https://t.co/rSF…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcorsf
2481,2481,"RT @PBM_UCF: Today brothers came together with @SISTUHS_UCF to commemorate the death of Trayvon Martin alongside @Dreamdefenders

Today, we…",rt pbmucf today brother come together sistuhsucf commemorate death trayvon martin alongside dreamdefender today
2482,2482,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👨🏾‍⚕️🥼🩺
https://t.co/813…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstco
2483,2483,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👨🏾‍⚕️🥼🩺
https://t.co/0H2…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcoh
2484,2484,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾👨🏾‍⚕️🥼🩺
https://t.co/8…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstco
2485,2485,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾👨🏾‍⚕️🥼🩺
https://t.co/8…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstco
2486,2486,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2487,2487,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾👨🏾‍⚕️🥼🩺
https://t.co/D…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcod
2488,2488,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾🥼🩺
https://t.co/iFVhKs…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcoifvhks
2489,2489,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…",rt refugeesinlibya call relevant authority active party let african refugee poland like refugeesthey
2490,2490,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾🥼🩺
https://t.co/rSFvFI…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcorsfvfi
2491,2491,@elitepredatorss Ukraine you lost my sympathy. You deserve every bit of suffering. #racism #AfricansinUkraine #Ukraine #RacistEU #NoSympathyforUkraine #BlackLivesMatter #africanInUkraine #Africa,elitepredatorss ukraine lose sympathy deserve every bit suffer racism africansinukraine ukraine racisteu nosympathyforukraine blacklivesmatter africaninukraine africa
2492,2492,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾🥼🩺
https://t.co/0njgY0…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstconjgy
2493,2493,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾🥼🩺
https://t.co/rSFvFH…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcorsfvfh
2494,2494,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

👇🏾🥼🩺
https://t.co/rSFvFH…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcorsfvfh
2495,2495,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/KuWfVdbf…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcokuwfvdbf
2496,2496,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/813vPEIk…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcovpeik
2497,2497,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/DTpuczpS…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcodtpuczps
2498,2498,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/YrnTl8mu…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofiling httpstcoyrntlmu
2499,2499,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/pKiBkKcp…",rt alima trustee gem auction fiduciary duty kkk medicalaidracialprofile httpstcopkibkkcp
2500,2500,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2501,2501,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2502,2502,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2503,2503,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2504,2504,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2505,2505,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2506,2506,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2507,2507,What would happen if this was a black man? We all know. He would have been pulled out of the car at gun point. Probably tased at the very least. Maybe shot &amp; killed. This is ridiculous! Two different systems. White and black. #BlackLivesMatter https://t.co/eeF3uZ6Tmb,would happen black man know would pulled car gun point probably tase least maybe shoot amp kill ridiculous two different system white black blacklivesmatter httpstcoeefuztmb
2508,2508,"RT @Alima1000: GEMS has employed “Special Branch” investigators to oppress Black Healthcare Providers. 

#MedicalAidRacialProfiling

🥼🩺
htt…",rt alima gem employ special branch investigator oppress black healthcare provider medicalaidracialprofile htt
2509,2509,"RT @randommita: They need to get through first. 
#AfricansinUkraine #BlackLivesMatter #BLM #UkraineRussiaWar",rt randommita nee get first africansinukraine blacklivesmatter blm ukrainerussiawar
2510,2510,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2511,2511,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2512,2512,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2513,2513,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
2514,2514,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2515,2515,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2516,2516,"RT @YH_INDIA: Saw videos of Ukranian army treating #indianstudentsinukraine &amp; #AfricansinUkraine badly.

I mean are they really doing this…",rt yhindia see videos ukranian army treat indianstudentsinukraine amp africansinukraine badly mean really
2517,2517,"RT @dna: The second step of #OperationGanga became successful as 250 more Indians were brought back from Ukraine

#RussiaUkraineConflict #U…",rt dna second step operationganga become successful indians bring back ukraine russiaukraineconflict u
2518,2518,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2519,2519,RT @CaptWanderiCFE: #Racism against #Africans &amp; other pple of colour is continuing in #Eastern #Europe with #Poland #Romania #Slovakia deny…,rt captwandericfe racism africans amp pple colour continue eastern europe poland romania slovakia deny
2520,2520,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/8…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2521,2521,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK

#MedicalAidRacialProfiling

🥼🩺
https://t.co/8…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2522,2522,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2523,2523,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2524,2524,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2525,2525,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…",rt zodiacdka ignorance history african lead brainwash westerner russia stand behind africa
2526,2526,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2527,2527,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2528,2528,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2529,2529,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…",rt zodiacdka ignorance history african lead brainwash westerner russia stand behind africa
2530,2530,"RT @Alima1000: The trustees of GEMS have auctioned their Fiduciary Duties to the racist #KKK 

#MedicalAidRacialProfiling

🥼🩺
https://t.co/…",rt alima trustee gem auction fiduciary duty racist kkk medicalaidracialprofiling httpstco
2531,2531,RT @iamrazorgirl: Why should the Nazi army be destroyed? #BlackLivesMatter  #DestroyNaziArmy,rt iamrazorgirl nazi army destroy blacklivesmatter destroynaziarmy
2532,2532,The racist narrative from America saying Arabs and Muslims are a lower class so it’s ok to bomb them but not whites in Ukraine 😳 #USA #UK #Britain #America #auspol #Europe #EU #BlackLivesMatter #BLM #Russia #Ukraine #UkraineConflict #RussiaUkraine #Putin #Biden https://t.co/dpqdL4taOK,racist narrative america say arabs muslims low class ok bomb white ukraine usa uk britain america auspol europe eu blacklivesmatter blm russia ukraine ukraineconflict russiaukraine putin biden httpstcodpqdltaok
2533,2533,"RT @Alima1000: Everything is quantum.

“Q System can evolve, at the same time, towards the past and the future.” #Q_DAY #QM #4IR #KKK #🧬 #🔥…",rt alima everything quantum q system evolve time towards past future qday qm ir kkk
2534,2534,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/KuWfVdbfPV

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcokuwfvdbfpv presidencyza netcare
2535,2535,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/iFVhKs8FpO

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcoifvhksfpo presidencyza netcare
2536,2536,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/rSFvFIelIj

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcorsfvfielij presidencyza netcare
2537,2537,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/NBOExcFlNv

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstconboexcflnv presidencyza netcare
2538,2538,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u

🥼🩺
https://t.co/813vPEIkDF 

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcovpeikdf presidencyza netcare
2539,2539,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/0H2f2cyfeG

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcohfcyfeg presidencyza netcare
2540,2540,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/YrnTl8muNc

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcoyrntlmunc presidencyza netcare
2541,2541,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2542,2542,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/pKiBkKcpSe

@PresidencyZA @Netcare…",rt alima board council medical scheme incompetent cmscaresu httpstcopkibkkcpse presidencyza netcare
2543,2543,RT @xannova: #BlackScientist_Series Shani Johnson #Medicine Clinical &amp; research interests focus on childhood blood disorders specifically l…,rt xannova blackscientistseries shani johnson medicine clinical amp research interest focus childhood blood disorder specifically l
2544,2544,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/NRnkTMA1XO

@GEMS_Number1 Disgrace…",rt alima board council medical scheme incompetent cmscaresu httpstconrnktmaxo gemsnumber disgrace
2545,2545,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/KuWfVdbfPV

@GEMS_Number1 Disgrace…",rt alima board council medical scheme incompetent cmscaresu httpstcokuwfvdbfpv gemsnumber disgrace
2546,2546,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/0H2f2cyfeG

@GEMS_Number1 Disgrace…",rt alima board council medical scheme incompetent cmscaresu httpstcohfcyfeg gemsnumber disgrace
2547,2547,"RT @Alima1000: The Board of the Council for Medical Schemes is incompetent #CMScares4u 

🥼🩺
https://t.co/e6gNKjWx9Y

@GEMS_Number1 Disgrace…",rt alima board council medical scheme incompetent cmscaresu httpstcoegnkjwxy gemsnumber disgrace
2548,2548,RT @Alima1000: GEMS has deliberately discriminated against black doctors while at the same time the majority of its members are blacks.…,rt alima gem deliberately discriminate black doctor time majority member black
2549,2549,RT @Alima1000: GEMS has deliberately discriminated against black doctors while at the same time the majority of its members are blacks.…,rt alima gem deliberately discriminate black doctor time majority member black
2550,2550,"Moses Kuria said that he does not oppose working with the One Kenya Alliance, Provided that they don't join the Azimio La Umoja Movement 

My safaricom app
#BlackLivesMatter https://t.co/bUxddDAHNa",moses kuria say oppose work one kenya alliance provide join azimio la umoja movement safaricom app blacklivesmatter httpstcobuxdddahna
2551,2551,RT @Alima1000: GEMS has deliberately discriminated against black doctors while at the same time the majority of its members are blacks.…,rt alima gem deliberately discriminate black doctor time majority member black
2552,2552,"RT @doloreselee: #SundayShoutout
💙🖤❤👑 NEVER FORGOTTEN
Noah, Shukri, Siyanda, Christopher, Mohamud, Mouayed, Osime, Elliot
@FIONADONOHOE2 @j…",rt doloreselee sundayshoutout never forget noah shukri siyanda christopher mohamud mouaye osime elliot fionadonohoe j
2553,2553,RT @Alima1000: GEMS has deliberately discriminated against black doctors while at the same time the majority of its members are blacks.…,rt alima gem deliberately discriminate black doctor time majority member black
2554,2554,RT @Alima1000: GEMS has deliberately discriminated against black doctors while at the same time the majority of its members are blacks.…,rt alima gem deliberately discriminate black doctor time majority member black
2555,2555,"I just listed “I Have a Dream by Martin Luther King Jr.” for sale on @withFND! 🌐

@ajdimarucot @firstmintfund @cryptoartph 
#BlackHistoryMonth #BlackLivesMatter #SURREALISM #collageart #photomanipulation #abstractart #nftart #Cryptoart 
https://t.co/yh85CZHGaw",list dream martin luther king jr sale withfnd ajdimarucot firstmintfund cryptoartph blackhistorymonth blacklivesmatter surrealism collageart photomanipulation abstractart nftart cryptoart httpstcoyhczhgaw
2556,2556,"Still want to pray for Ukraine? #BlackLivesMatter
Hundreds of Africans trapped in Ukraine warzone https://t.co/vO8BPhaKfP",still want pray ukraine blacklivesmatter hundred african trap ukraine warzone httpstcovobphakfp
2557,2557,"RT @aurtemus: @AaroshaC @APiriyasakhan @SawyerHackett Tell @SecBlinken @PressSec @POTUS @DNC @GOP they can say whatever, but everyone see t…",rt aurtemus aaroshac apiriyasakhan sawyerhackett tell secblinken presssec potus dnc gop say whatever everyone see
2558,2558,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/87Kz90aPXw

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokzapxw cms
2559,2559,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/87Kz90aPXw

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokzapxw cms
2560,2560,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/NBOExcFlNv

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstconboexcflnv cms
